Expense_ID,Date,Department,Category,Sub_Category,Vendor_Name,Planned_Budget,Actual_Spend,Approval_Status
EXP-10207,2024-07-01,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,51445.12,52904.16,Approved with Variance
EXP-10208,2025-06-03,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,5354.31,5137.2,Approved within Budget
EXP-10209,2024-04-18,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,16256.56,20302.0,Over-budget Flag
EXP-10210,2026-06-10,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,43411.37,44300.11,Approved with Variance
EXP-10211,2025-10-02,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,53432.66,55065.28,Approved with Variance
EXP-10212,2024-11-01,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,50637.29,46355.88,Approved within Budget
EXP-10213,2026-05-11,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,20698.85,24174.68,Over-budget Flag
EXP-10214,2025-10-16,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Zoom,54852.55,61844.76,Approved with Variance
EXP-10215,2025-06-03,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,21607.44,20274.43,Approved within Budget
EXP-10216,2025-09-15,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,27777.98,24526.63,Approved within Budget
EXP-10217,2024-07-22,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,57254.4,64250.87,Approved with Variance
EXP-10218,2024-06-05,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,50474.3,56117.55,Approved with Variance
EXP-10219,2025-01-17,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,64445.64,61822.95,Approved within Budget
EXP-10220,2026-02-19,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,51032.9,62788.1,Over-budget Flag
EXP-10221,2024-06-14,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,44781.6,40770.21,Approved within Budget
EXP-10222,2025-07-06,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,11557.23,11822.28,Approved with Variance
EXP-10223,2026-03-08,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,30740.11,37731.84,Over-budget Flag
EXP-10224,2025-06-27,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,23564.17,23985.75,Approved with Variance
EXP-10225,2024-01-01,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,22079.28,24406.67,Approved with Variance
EXP-10226,2025-09-05,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,73110.74,73771.5,Approved with Variance
EXP-10227,2024-11-27,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,32516.84,31205.96,Approved within Budget
EXP-10228,2025-05-15,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,67443.26,83871.84,Over-budget Flag
EXP-10229,2024-01-20,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,49179.7,49855.11,Approved with Variance
EXP-10230,2024-04-24,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,60636.79,73227.39,Over-budget Flag
EXP-10231,2025-01-06,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,40184.6,37853.16,Approved within Budget
EXP-10232,2026-06-18,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,45383.27,42444.33,Approved within Budget
EXP-10233,2026-05-01,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,39476.24,34046.43,Approved within Budget
EXP-10234,2026-04-06,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,18667.01,20732.83,Approved with Variance
EXP-10235,2024-11-10,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,55571.65,55427.75,Approved within Budget
EXP-10236,2024-09-02,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,24654.07,29479.94,Over-budget Flag
EXP-10237,2024-02-29,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,6702.12,6965.41,Approved with Variance
EXP-10238,2024-09-03,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,50183.06,62090.36,Over-budget Flag
EXP-10239,2026-06-18,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,17397.75,16079.18,Approved within Budget
EXP-10240,2025-08-03,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,70832.1,84817.85,Over-budget Flag
EXP-10241,2024-03-21,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,71775.0,83304.85,Over-budget Flag
EXP-10242,2024-03-28,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,69040.51,79974.37,Over-budget Flag
EXP-10243,2026-01-19,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,30911.11,36719.72,Over-budget Flag
EXP-10244,2025-05-12,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,6081.96,7021.07,Over-budget Flag
EXP-10245,2026-04-15,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,69982.3,77014.69,Approved with Variance
EXP-10246,2024-03-11,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,34972.89,31562.96,Approved within Budget
EXP-10247,2026-02-17,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,72665.84,62711.38,Approved within Budget
EXP-10248,2025-06-29,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,72453.4,88272.81,Over-budget Flag
EXP-10249,2026-02-23,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,64710.66,70965.6,Approved with Variance
EXP-10250,2024-05-08,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,25611.42,29929.89,Over-budget Flag
EXP-10251,2024-05-11,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,31956.84,33318.49,Approved with Variance
EXP-10252,2025-11-06,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,64579.57,57922.92,Approved within Budget
EXP-10253,2025-05-01,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,27184.54,24468.11,Approved within Budget
EXP-10254,2025-07-16,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,16864.49,18959.5,Approved with Variance
EXP-10255,2024-06-18,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,43976.09,44948.94,Approved with Variance
EXP-10256,2024-09-28,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,70530.83,65608.48,Approved within Budget
EXP-10257,2025-06-24,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,53722.09,56227.57,Approved with Variance
EXP-10258,2026-06-12,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,44904.28,39321.94,Approved within Budget
EXP-10259,2025-09-13,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,11802.35,12779.45,Approved with Variance
EXP-10260,2025-03-09,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,48050.51,46013.04,Approved within Budget
EXP-10261,2024-08-04,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,74303.77,86862.86,Over-budget Flag
EXP-10262,2025-07-06,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,14805.88,14423.07,Approved within Budget
EXP-10263,2026-02-12,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,41283.08,42607.77,Approved with Variance
EXP-10264,2026-01-17,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,66416.12,56762.42,Approved within Budget
EXP-10265,2025-12-07,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,56853.8,49973.28,Approved within Budget
EXP-10266,2024-07-24,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,53791.1,54167.5,Approved with Variance
EXP-10267,2025-12-31,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,54173.89,56447.87,Approved with Variance
EXP-10268,2024-11-15,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,30164.38,32879.42,Approved with Variance
EXP-10269,2025-02-12,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,25551.43,24699.67,Approved within Budget
EXP-10270,2025-11-18,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,61655.28,69546.71,Approved with Variance
EXP-10271,2025-10-27,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,61707.94,73682.3,Over-budget Flag
EXP-10272,2025-01-17,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,65695.06,76333.74,Over-budget Flag
EXP-10273,2025-03-24,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,68926.84,59680.13,Approved within Budget
EXP-10274,2025-06-13,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,40793.97,42515.59,Approved with Variance
EXP-10275,2025-04-07,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,40106.14,35773.56,Approved within Budget
EXP-10276,2024-05-03,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,60880.66,57642.91,Approved within Budget
EXP-10277,2024-09-10,IT Support & Operations,Cloud & Hosting,Developer Laptops,Dell,50497.48,62852.45,Over-budget Flag
EXP-10278,2024-08-18,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,54137.68,49102.78,Approved within Budget
EXP-10279,2024-03-06,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Zoom,60705.49,63713.77,Approved with Variance
EXP-10280,2024-12-12,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,67300.37,73846.16,Approved with Variance
EXP-10281,2024-01-22,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,28659.66,32413.67,Approved with Variance
EXP-10282,2025-08-25,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,31290.81,33601.93,Approved with Variance
EXP-10283,2025-07-21,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,11578.74,9887.18,Approved within Budget
EXP-10284,2024-08-23,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,45479.61,44596.6,Approved within Budget
EXP-10285,2025-08-25,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,7515.96,7945.01,Approved with Variance
EXP-10286,2024-08-13,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,37591.86,33274.31,Approved within Budget
EXP-10287,2024-01-08,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,42985.12,42566.05,Approved within Budget
EXP-10288,2024-03-13,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,25057.89,21632.01,Approved within Budget
EXP-10289,2025-12-25,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,46358.33,40861.69,Approved within Budget
EXP-10290,2025-10-08,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,7135.02,7197.59,Approved with Variance
EXP-10291,2024-03-01,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,7614.37,6876.43,Approved within Budget
EXP-10292,2024-08-22,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,62582.04,67401.88,Approved with Variance
EXP-10293,2024-03-10,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,30213.34,34013.75,Approved with Variance
EXP-10294,2024-02-02,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,13894.24,16259.52,Over-budget Flag
EXP-10295,2026-05-30,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,41557.03,38650.54,Approved within Budget
EXP-10296,2024-12-04,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,58899.55,54010.48,Approved within Budget
EXP-10297,2024-03-13,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,20107.47,17932.39,Approved within Budget
EXP-10298,2025-06-10,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,48602.33,53684.78,Approved with Variance
EXP-10299,2024-08-31,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,10974.32,12429.41,Approved with Variance
EXP-10300,2024-10-12,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,8617.72,7433.94,Approved within Budget
EXP-10301,2025-11-16,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,42194.82,51666.92,Over-budget Flag
EXP-10302,2025-05-12,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Okta,42844.46,37308.46,Approved within Budget
EXP-10303,2024-08-07,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,49620.09,52920.75,Approved with Variance
EXP-10304,2025-07-06,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,55826.39,63286.15,Approved with Variance
EXP-10305,2024-05-15,Software Engineering,Cloud & Hosting,Docker Hub,Docker,73309.65,87853.38,Over-budget Flag
EXP-10306,2026-01-10,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,41141.02,46721.17,Approved with Variance
EXP-10307,2026-06-22,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Apple,27606.95,32319.21,Over-budget Flag
EXP-10308,2025-08-07,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,60663.03,59800.41,Approved within Budget
EXP-10309,2025-08-13,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,23958.26,28173.24,Over-budget Flag
EXP-10310,2025-04-29,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,35728.0,31513.74,Approved within Budget
EXP-10311,2024-09-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,10491.95,12673.51,Over-budget Flag
EXP-10312,2026-03-14,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,6774.55,7242.24,Approved with Variance
EXP-10313,2025-04-29,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,72385.39,85191.75,Over-budget Flag
EXP-10314,2026-04-06,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,63518.61,65483.07,Approved with Variance
EXP-10315,2025-02-20,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,53718.19,59489.19,Approved with Variance
EXP-10316,2024-07-13,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,33626.71,35663.18,Approved with Variance
EXP-10317,2024-04-06,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,17130.6,19574.04,Approved with Variance
EXP-10318,2024-04-09,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,15950.59,14078.82,Approved within Budget
EXP-10319,2025-11-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,22517.0,19683.03,Approved within Budget
EXP-10320,2025-03-17,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,43445.87,41223.24,Approved within Budget
EXP-10321,2024-12-28,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,55021.71,50279.82,Approved within Budget
EXP-10322,2025-03-09,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Apple,51213.82,61390.69,Over-budget Flag
EXP-10323,2025-02-24,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,24595.37,23062.72,Approved within Budget
EXP-10324,2025-04-23,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,71840.57,89107.17,Over-budget Flag
EXP-10325,2026-06-03,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,56652.78,55789.3,Approved within Budget
EXP-10326,2026-01-16,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,43804.78,40425.12,Approved within Budget
EXP-10327,2024-02-25,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,47820.45,55752.88,Over-budget Flag
EXP-10328,2025-11-20,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Zoom,34372.0,38272.64,Approved with Variance
EXP-10329,2025-10-31,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,22341.17,23442.1,Approved with Variance
EXP-10330,2025-10-23,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,29918.09,32076.54,Approved with Variance
EXP-10331,2024-04-10,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,58049.23,66041.49,Approved with Variance
EXP-10332,2024-03-03,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,6007.54,5655.39,Approved within Budget
EXP-10333,2025-02-16,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,13125.08,16387.1,Over-budget Flag
EXP-10334,2026-01-15,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,8220.18,10192.34,Over-budget Flag
EXP-10335,2024-12-13,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,7851.02,8715.65,Approved with Variance
EXP-10336,2026-03-30,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,64882.24,60328.61,Approved within Budget
EXP-10337,2026-06-01,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,54256.05,60880.24,Approved with Variance
EXP-10338,2024-04-21,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,38192.17,33566.31,Approved within Budget
EXP-10339,2024-09-11,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,11848.39,10216.4,Approved within Budget
EXP-10340,2024-07-15,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,39413.11,37563.58,Approved within Budget
EXP-10341,2024-07-13,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,38143.02,39479.9,Approved with Variance
EXP-10342,2025-07-03,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,17124.13,20502.88,Over-budget Flag
EXP-10343,2025-04-04,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,35369.62,40352.05,Approved with Variance
EXP-10344,2024-05-23,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,32895.33,37733.66,Approved with Variance
EXP-10345,2025-03-08,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,48109.51,49081.19,Approved with Variance
EXP-10346,2024-07-06,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,49456.56,48881.58,Approved within Budget
EXP-10347,2024-10-12,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Apple,8171.28,8158.33,Approved within Budget
EXP-10348,2025-04-18,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,31222.88,38874.35,Over-budget Flag
EXP-10349,2024-09-12,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,48810.19,42271.76,Approved within Budget
EXP-10350,2026-06-14,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,40219.54,48135.25,Over-budget Flag
EXP-10351,2024-03-18,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,64954.29,70246.13,Approved with Variance
EXP-10352,2025-03-29,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,51108.55,52409.07,Approved with Variance
EXP-10353,2026-04-07,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,16405.41,18703.86,Approved with Variance
EXP-10354,2026-06-01,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,9939.81,10383.8,Approved with Variance
EXP-10355,2026-05-26,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,49969.35,59931.7,Over-budget Flag
EXP-10356,2025-07-17,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,6855.79,8297.43,Over-budget Flag
EXP-10357,2024-04-10,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Zoom,46004.29,46864.04,Approved with Variance
EXP-10358,2024-02-21,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,70816.12,68035.25,Approved within Budget
EXP-10359,2025-10-29,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,45283.19,49220.12,Approved with Variance
EXP-10360,2025-07-07,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,32171.89,39087.09,Over-budget Flag
EXP-10361,2026-05-06,IT Support & Operations,Cloud & Hosting,Developer Laptops,Zoom,50030.18,46741.44,Approved within Budget
EXP-10362,2024-01-16,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,37077.7,40755.31,Approved with Variance
EXP-10363,2024-04-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,43193.18,47625.84,Approved with Variance
EXP-10364,2026-02-10,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,70902.54,81058.99,Approved with Variance
EXP-10365,2026-05-19,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,32027.18,28908.6,Approved within Budget
EXP-10366,2024-08-30,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,72283.34,82137.73,Approved with Variance
EXP-10367,2024-06-19,IT Support & Operations,Cloud & Hosting,Developer Laptops,Zoom,68374.54,82980.23,Over-budget Flag
EXP-10368,2025-02-20,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,18705.38,17243.99,Approved within Budget
EXP-10369,2025-05-12,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,9855.29,9313.42,Approved within Budget
EXP-10370,2025-05-07,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,12054.46,14930.15,Over-budget Flag
EXP-10371,2024-08-06,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,6275.53,5788.49,Approved within Budget
EXP-10372,2026-06-04,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,11611.01,13837.47,Over-budget Flag
EXP-10373,2025-02-14,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,52810.47,55287.87,Approved with Variance
EXP-10374,2024-03-01,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,9983.21,9472.99,Approved within Budget
EXP-10375,2024-06-17,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,27328.29,32747.49,Over-budget Flag
EXP-10376,2025-01-23,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,64141.27,65945.06,Approved with Variance
EXP-10377,2024-01-03,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Okta,6629.04,6999.78,Approved with Variance
EXP-10378,2025-02-03,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,62012.79,61621.7,Approved within Budget
EXP-10379,2024-09-28,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,24729.83,26885.79,Approved with Variance
EXP-10380,2026-03-13,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,13271.54,12148.89,Approved within Budget
EXP-10381,2026-03-14,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,53771.6,54117.49,Approved with Variance
EXP-10382,2025-04-10,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,49026.0,60682.66,Over-budget Flag
EXP-10383,2024-10-19,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,66423.04,63317.99,Approved within Budget
EXP-10384,2025-03-09,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,56454.97,62817.14,Approved with Variance
EXP-10385,2025-12-14,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,61243.67,60023.45,Approved within Budget
EXP-10386,2026-01-18,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,24742.42,28686.1,Over-budget Flag
EXP-10387,2026-03-13,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,17420.77,15719.62,Approved within Budget
EXP-10388,2025-07-23,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,57543.03,71234.15,Over-budget Flag
EXP-10389,2025-11-08,IT Support & Operations,Cloud & Hosting,Developer Laptops,ServiceNow,61478.43,63415.97,Approved with Variance
EXP-10390,2026-01-05,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,74335.36,70203.81,Approved within Budget
EXP-10391,2025-05-13,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Zoom,33883.24,29796.88,Approved within Budget
EXP-10392,2024-06-07,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,31041.27,28492.88,Approved within Budget
EXP-10393,2024-07-13,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,59348.91,62785.78,Approved with Variance
EXP-10394,2024-10-30,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,28856.25,28417.67,Approved within Budget
EXP-10395,2024-08-10,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,70153.01,82889.52,Over-budget Flag
EXP-10396,2024-02-29,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,65088.89,66543.95,Approved with Variance
EXP-10397,2025-08-16,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,35029.58,33260.09,Approved within Budget
EXP-10398,2026-01-23,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,57560.97,63136.21,Approved with Variance
EXP-10399,2025-07-09,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,57818.0,65491.08,Approved with Variance
EXP-10400,2024-03-03,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,12218.67,11202.28,Approved within Budget
EXP-10401,2026-02-04,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,68178.7,62523.12,Approved within Budget
EXP-10402,2024-11-17,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,40367.67,34904.66,Approved within Budget
EXP-10403,2024-02-28,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,62852.02,71937.96,Approved with Variance
EXP-10404,2024-02-21,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,27403.47,30569.17,Approved with Variance
EXP-10405,2025-08-21,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,67686.63,70384.1,Approved with Variance
EXP-10406,2025-05-03,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,32244.12,38295.32,Over-budget Flag
EXP-10407,2025-05-29,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,5758.64,6750.67,Over-budget Flag
EXP-10408,2026-05-23,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,68376.74,74130.08,Approved with Variance
EXP-10409,2025-06-27,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,11390.07,13637.43,Over-budget Flag
EXP-10410,2024-06-10,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,27351.95,25501.22,Approved within Budget
EXP-10411,2024-02-28,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Zoom,71504.34,63979.78,Approved within Budget
EXP-10412,2025-06-04,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,71542.5,68530.55,Approved within Budget
EXP-10413,2024-03-23,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,45140.65,39400.33,Approved within Budget
EXP-10414,2026-05-21,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,49228.6,52303.8,Approved with Variance
